
------ 1926311864 :: Soul Filcher's Clearing Time ------

1926311864::EN::ItemName_Base.CuttingBoardWooden = "Wooden Cutting Board",
1926311864::CN::ItemName_Base.CuttingBoardWooden = "ceshiceshi木质砧板dafdsa",
	1926311864::EN::ItemName_Base.PoolballInSock = "Poolball In Sock",
	1945359259::CN::IGUI_Dream40 = "和一群落难者被锁在多房间公寓里.  <LINE> 到处是垃圾、灰尘和黑暗.  <LINE> 人人自危.  <LINE> 难怪, 我们要对付 <LINE> 一两个专门杀人的塑料人形机器人.  <LINE> 好不容易干掉一个后我躲起来.  <LINE> 突然有人抓住我的手拖向阳台.  <LINE> 是个精灵.  <LINE> 我拆开香烟, 强忍恐惧吸了一口.  <LINE> 突然电话响起.  <LINE> 安静!!!  <LINE> 会被机器人听见!  <LINE> 女声用陌生语言说着重要的事,  <LINE> 我听不懂... <LINE> 我知道来公寓前遇到过精灵.  <LINE> 我莫名成了国家级重要目标.  <LINE> 精灵已经通过沙发与墙的缝隙自毁.  <LINE> 他们带我进厨房.  <LINE> 环顾四周, 机器人没睡, 功能完好.  <LINE> 我一直害怕, 非常害怕.  <LINE> 在厨房稍作平静, 好像这里有首领坐镇.  <LINE> 我在桌上打盹时感到触碰.  <LINE> 睁眼看到救援人员!  <LINE> 阳台上撤离已开始, 我们列队.  <LINE> 大家都在跳.  <LINE> 那个未破译的电话让我成了行动目标.  <LINE> 我站在出口看别人跳, 后面有人推.  <LINE> 我问:  <LINE> 我也要跳吗?  <LINE> 得到肯定答复正准备跳, 却发现没有降落伞.  <LINE> 开玩笑说可以直接享受十分钟自由落体.  <LINE> 总之我穿上降落伞, 接到指令十秒后开伞就跳.  <LINE> 心想根本没人培训过... <LINE> 我拉, 拉, 拉, 但拉错地方.  <LINE> 本该从阳台撤离, 我却以 <LINE> 鸟瞰视角看着逼近的大地.  <LINE> 降落伞始终没打开... <LINE> 我栽进稻田的泥水里.  <LINE> 公寓里所有人也违反物理定律出现在这里.  <LINE> 等待其他人时, 我想去附近五六个木棚看看.  <LINE> 第一个棚漂白剂满地, 我光着脚.  <LINE> 第二个棚里有只猫和死去的红色小猫.  <LINE> 第三个棚是灰猫和活小猫.  <LINE> 其他棚里有人.  <LINE> 我决定处理掉红猫, 但抽搐的卡通猫已经叼走 <LINE> 小猫腾出了地方...",
	1945359259::EN::IGUI_Dream41 = "I am with relatives, visiting an old grandfather whom I don’t know at all, but he is strikingly similar to a man named Tony Beats. We walked around to tell him the garden plot. Grandfather took a watering can and started to pour crystals on the ground, reminiscent of an ordinary ice - ten centimeters thick, but the ice does not melt. He invited us into the house, at the table. It’s kind of wretched inside. The kitchen resembles a standard wagon — long and narrow. The kitchen has no ceiling — you can immediately see the roof of the house Several wooden logs hang on the walls. everyone poured tea on the table. Grandfather stands on a bench and removes a log from the wall. It turned out that milk was stored inside it. Grandfather added milk to each log in the tea, then hung it back on the wall. I sit at the table in complete surprise at how perhaps...",
	1945359259::CN::IGUI_Dream41 = "我和亲戚拜访一位陌生老爷爷,  <LINE> 他酷似Tony Beats.  <LINE> 他带我们参观花园, 拿起水壶 <LINE> 往地上倒水晶般的物质,  <LINE> 像十厘米厚却不融化的冰.  <LINE> 他邀请我们进屋喝茶.  <LINE> 屋内简陋, 厨房像标准车厢——狭长.  <LINE> 没有天花板——直接能看到屋顶.  <LINE> 几根圆木挂在墙上.  <LINE> 大家倒茶时, 爷爷站上长凳取下墙上的圆木.  <LINE> 原来里面存着牛奶.  <LINE> 他给每个人的茶里加牛奶, 再把圆木挂回去.  <LINE> 我坐在桌边完全看呆了...",
	1945359259::EN::IGUI_Dream42 = "Some family takes me and my parents around the city in their car. A few kilometers from the city, in the mountainside zone, I notice a huge ash pillar that just hangs over the city. The driver said that three volcanoes woke up in the surrounding mountain ranges We turn to the large Sunstar Motel and drive up the street, cross another street, drive a little more and stop. We leave the six of us from the car: me, dad, mom, and the girl with my parents. It turned out that the girl lost something, I I don’t understand what exactly, started look, they searched in the car, but didn’t find anything. They made a big fire, started burning garbage, why don’t I know. It turns out that in Muldraugh elementary school, only the number of storeys was several times higher and the building layout was the same. I wander around the school , the school turns out to be almost empty. And suddenly something terrible begins. A guy runs very quickly down the corridor and shouts to me: Run !!! A few meters away the doors in the offices open and a crowd of bald, screaming freaks in orange clothes are running into my side. Music immediately begins to play in my head. Moving through the floors, we run away from them, the crowds of loonies almost caught up. The rhythmic music in my head somewhat dilutes the fear ...",
	1945359259::CN::IGUI_Dream42 = "某个家庭用车带我父母和我环城游览.  <LINE> 在距城几公里的山地区域, 我看到 <LINE> 巨大烟柱悬在城市上空.  <LINE> 司机说周围山脉有三座火山苏醒了.  <LINE> 我们来到Sunstar汽车旅馆,  <LINE> 穿过街道停车.  <LINE> 六人下车:  <LINE> 我、父母和那家的女孩与父母.  <LINE> 原来女孩丢了东西, 我们搜车无果.  <LINE> 他们生起大火烧垃圾, 不知为何.  <LINE> 结果到了穆德拉夫小学, 只是层数变多了,  <LINE> 布局相同.  <LINE> 我在空荡的学校里游荡.  <LINE> 突然恐怖降临.  <LINE> 一个男生狂奔过走廊大喊: 快跑!!!  <LINE> 几米外的办公室门打开,  <LINE> 成群光头尖叫的疯子穿着橙色衣服冲来.  <LINE> 我脑中响起音乐.  <LINE> 我们在各楼层逃窜, 疯子几乎追上.  <LINE> 有节奏的音乐稍稍冲淡恐惧...",
	1945359259::EN::IGUI_Dream43 = "Evening. I’m sitting in a strange car, in the front seat, I understand that I’m going in a taxi, I don’t know where. The music is playing quite loudly in the passenger compartment. Suddenly there is a female scream. - Make the music quieter. The driver turned down the volume. Again a female voice Even quieter. The driver almost completely turned down the sound. I decide to turn around and see what kind of woman is tearing her voice. When I turned around I saw a salon - it was a limousine salon, not a taxi, and in the back seat was my old friend, whom I I haven’t seen it for several years. STI. Sophia is you? She remembered me, recognized me. We embrace friendly with her.",
	1945359259::CN::IGUI_Dream43 = "夜晚.  <LINE> 我坐在陌生车辆前排, 意识到自己在乘出租车,  <LINE> 但不知去哪.  <LINE> 车内音乐很响.  <LINE> 突然有女声尖叫:  <LINE> -调低音量.  <LINE> 司机调低后女声又喊:  <LINE> 再低点. 司机几乎关掉音量.  <LINE> 我转身想看是谁,  <LINE> 发现这不是出租车而是豪华轿车,  <LINE> 后座坐着多年未见的老友Sophia.  <LINE> 是她吗? 她认出我, 我们友好拥抱.",
		1945359259::EN::IGUI_Dream44 = "Evening. I’m sitting in a strange car, in the front seat, I understand that I’m going in a taxi, I don’t know where. The music is playing quite loudly in the cabin. Suddenly there is a man screaming.“ Make the music quieter. Even quieter. The driver almost completely turned off the sound. I decide to turn around and see what kind of man my voice is tearing up. When I turned around I saw a salon - it was a limousine salon, not a taxi, and in the back seat was my old friend whom I I haven’t seen it for several years. joys. - Alexander is you? He remembered me, recognized me. We embrace friendly with him.",
		1945359259::CN::IGUI_Dream44 = "夜晚.  <LINE> 我坐在陌生车辆前排, 意识到自己在乘出租车,  <LINE> 但不知去哪.  <LINE> 车内音乐很响.  <LINE> 突然有男声尖叫:  <LINE> -调低音量. 再低点.  <LINE> 司机几乎关掉音量.  <LINE> 我转身想看是谁,  <LINE> 发现这不是出租车而是豪华轿车,  <LINE> 后座坐着多年未见的老友Alexander.  <LINE> 是你吗? 他认出我, 我们友好拥抱.",
	1945359259::EN::IGUI_Dream45 = "I have a shard of transparent white stone inside which I can see maroon veins. I am amazed at the beauty of this stone. It shows me a person whom I know well. It seems to me that this is my brother. This person treats me very well. I know that. My friend invites me to visit his place of work. That's it. Together we go out from under a wooden canopy, onto gray stones lit by the dim sun. This is a mine. This acquaintance produces stones here. He is not a simple hard worker, but has a direct relation I walk around the stones, peering at them. There was a crazy idea to find beautiful and precious specimens lying among colorless stones. First, I found two large and smooth pale pink stones similar to pink quartz - I try to hide them in clothes. Then I was lucky on a pale green stone. It is also smooth, with even rectangular faces. I like the stones, but how to get them out of the mine? Although I can’t see a single person around, I know that the mine is vigilantly guarded and carried out stones without permission are not allowed. I worry that we will be caught. And my friend will fly for violations ...",
	1945359259::CN::IGUI_Dream45 = "我有块透明白石, 里面有深红色纹路.  <LINE> 惊叹于它的美丽.  <LINE> 石中显现我熟悉的人, 像是我兄弟.  <LINE> 这人待我极好.  <LINE> 朋友邀我去他工作地点.  <LINE> 从木棚出来走到被暗淡阳光照亮的灰石上.  <LINE> 这是矿井.  <LINE> 朋友在这里采石.  <LINE> 他非普通矿工, 而是... <LINE> 我在石间徘徊观察.  <LINE> 突发奇想寻找无色石头中的美丽宝石.  <LINE> 先找到两块光滑的淡粉色石头 (像粉晶) <LINE> 设法藏进衣服.  <LINE> 后来又找到淡绿色石头.  <LINE> 同样光滑, 有规整棱面.  <LINE> 虽然喜欢但不知如何带出矿井.  <LINE> 尽管四下无人, 但矿井戒备森严严禁私带矿石.  <LINE> 担心被抓连累朋友...",
	1945359259::EN::IGUI_Dream46 = "I am walking along a dark corridor. Suddenly I hear heart-rending screams, someone calls for help. In the corridor I find a window with a door, I look in there and I see a room with booths on the other side. There is a strange woman in the room with a neck from the collarbone was bitten off or torn off, and his head was on his right shoulder. I ran down the corridor to look for the door to this terrible place. And here I am. The dressing room was half flooded. But then I see the one who mutilated this woman. It turned out to be a crocodile, about two meters long. I jump on the bench, that I also had a ski pole in my hand in an incomprehensible way. The crocodile swam under the bench that I am on. My blows under the bench do not bring much success, he quickly runs over to another place, but then returned to me. But gradually, with each mine the crocodile weakens with a blow, and blood appears from his belly. The battle is slow, and to some extent dishonest on my part. It seems that I have been fighting with him for an hour and a half.",
	1945359259::CN::IGUI_Dream46 = "我在黑暗走廊行走.  <LINE> 突然听到凄厉尖叫求救声.  <LINE> 发现带门的窗, 透过它看到对面更衣室.  <LINE> 有个脖子被咬断的女人, 头歪在右肩上.  <LINE> 我跑去找这恐怖地方的门.  <LINE> 进入后发现更衣室半淹水中.  <LINE> 接着看到了伤害女人的元凶 <LINE> 两米长的鳄鱼.  <LINE> 我跳上长椅, 手里莫名多了滑雪杖.  <LINE> 鳄鱼游到长椅下.  <LINE> 我向下捅刺效果不佳, 它快速转移又游回来.  <LINE> 但随着每次刺击, 鳄鱼逐渐虚弱,  <LINE> 腹部开始流血.  <LINE> 战斗缓慢而某种程度上不太公平 <LINE> 感觉已搏斗一个半小时.",
	1945359259::EN::IGUI_Dream47 = "I am part of a special forces group. There are about ten of us. We are moving in a chain to the building. A staircase near the entrance tightly adjoins the building and leads to the door on the first floor. As soon as I cross the door threshold, some man points a weapon at me. First he aims at my head, then changes his mind and shoots at my liver. I don’t understand anything and I hear a roar the next second. I turn around and see myself, a wounded man lying on his back, in a pool of blood, unconscious. I understand that I am standing in disembodied form, I am a soul, I look at my bodies Fr. Some kind of fuss started in the corridor, besides no one notices me. A thought flashed in my head - 4 minutes of time. I walk further down the corridor, I go into the room, in the middle there is a table, by the window on the right is the bed on which the man sits in military uniform. He certainly doesn’t see me. I’m starting a telepathic interrogation not of a man, but of his soul. He’s starting to spread information to me just like a friend. He says that they have a headquarters in West Point where they recruit people. Then I head back to the place of my death. I decide to take the form of my body. In the next couple of seconds, a sensation of a light electric shock. I'm in the body. Two partners carefully lift me up. I notice that the wound has healed, and I am ready to share the information I have gathered with them. I wake up.",
	1945359259::CN::IGUI_Dream47 = "我是特种部队成员.  <LINE> 约十人列队接近建筑.  <LINE> 入口楼梯紧贴建筑通向一楼门.  <LINE> 刚跨过门槛就有男人用武器指着我.  <LINE> 他先瞄我头部, 又改瞄肝脏.  <LINE> 枪响瞬间我转身看到自己 <LINE> 伤员仰面倒在血泊中昏迷.  <LINE> 我意识到自己以灵体状态看着肉体.  <LINE> 走廊里一阵骚动, 但没人注意到我.  <LINE> 脑中闪过念头——还剩4分钟.  <LINE> 我沿走廊前进进入房间, 中央有桌,  <LINE> 右边窗边床上坐着穿军装的人.  <LINE> 他看不见我.  <LINE> 我开始心灵审讯不是对人而是对他的灵魂.  <LINE> 他像朋友般倾诉情报, 说 <LINE> 他们在西点市有招募站.  <LINE> 我返回死亡地点决定附体.  <LINE> 几秒后轻微触电般的感觉 <LINE> 我回到了身体.  <LINE> 两名队友小心扶起我.  <LINE> 伤口已愈合, 我准备分享获得的情报.  <LINE> 我醒了.",
	1945359259::EN::IGUI_Dream48 = "I am part of a special forces group. There are about ten of us. We are moving in a chain to the building. The staircase near the entrance tightly adjoins the building and leads to the door on the first floor. As soon as I cross the door threshold, some man points a weapon at me. First he aims at my head, then changes his mind and shoots at my liver. I don’t understand anything and I hear a roar the next second. I turn around and see myself, wounded, lying on my back, in a pool of blood, unconscious. I understand that I am standing in an incorporeal form, I am a soul, I look at my body. Some kind of fuss started in the corridor, besides, nobody notices me. A thought flashed in my head - 4 minutes of time. I walk further down the corridor, I go into the room, in the middle there is a table, there is a bed by the window on the right, on which there is a man in the military He certainly doesn’t see me. I’m starting a telepathic interrogation not of a man, but of his soul. He’s starting to spread information to me just like a friend. He tells me that they have a headquarters in West Point where they recruit people. Then I head back to the place of my death. I decide to take the form of my body. In the next couple of seconds, a sensation of a light electric shock. I'm in the body. Two partners carefully lift me up. I notice that the wound has healed, and I am ready to share the information I have gathered with them. I wake up.",
	1945359259::CN::IGUI_Dream48 = "我是特种部队成员.  <LINE> 约十人列队接近建筑.  <LINE> 入口楼梯紧贴建筑通向一楼门.  <LINE> 刚跨过门槛就有男人用武器指着我.  <LINE> 他先瞄我头部, 又改瞄肝脏.  <LINE> 枪响瞬间我转身看到自己 <LINE> 伤员仰面倒在血泊中昏迷.  <LINE> 我意识到自己以灵体状态看着肉体.  <LINE> 走廊里一阵骚动, 但没人注意到我.  <LINE> 脑中闪过念头——还剩4分钟.  <LINE> 我沿走廊前进进入房间, 中央有桌,  <LINE> 右边窗边床上坐着穿军装的人.  <LINE> 他看不见我.  <LINE> 我开始心灵审讯不是对人而是对他的灵魂.  <LINE> 他像朋友般倾诉情报, 说 <LINE> 他们在西点市有招募站.  <LINE> 我返回死亡地点决定附体.  <LINE> 几秒后轻微触电般的感觉 <LINE> 我回到了身体.  <LINE> 两名队友小心扶起我.  <LINE> 伤口已愈合, 我准备分享获得的情报.  <LINE> 我醒了.",
	1945359259::EN::IGUI_Dream49 = "As a family in some large, old, two-story wooden house. There are large ancient shutters, the furniture is in the appropriate style. In addition to my family there are relatives, about five. We seem to live in this house. Suddenly, some kind of house comes up to our house boy, he smiles terribly suspiciously, like a smile of a mentally ill person. He had a bunch of sweets in his hands, and he, like a magician, makes a packet of cookies from a packet of sweets. My relatives immediately ran to this guy to collect sweets. I also approached him, I looked in his hands sweets, I ask. Is there anything more interesting? And then the sweets turn into a packet of cookies. Such chocolate, and inside there is berry jam. I take this packet and go into the house. I go into the room, relatives already chew these sweets, and I pack I’m throwing it on the bedside table, and suddenly my relatives feel sick, their pupils start to turn white, their skin turns green, and it seems that even the foam appeared from my mouth, and before my eyes this guy’s face and a sly smile-grin. I immediately understand what the matter is. Without losing a second, I run to heal people. Yes, it is a cure - Magic. My whole family owns magic! The infected do not move much, lean on the wall, writhe a little. I approached the sick person and, as it were, I pulled black magic from him with my hands. I strain my fingers very hard. All this is very difficult for me, because that magic is very strong. It is not easy to pull her out of the body. I squat and, as it were, start to drag this force up from the legs of a person. I go up to my sister and understand that I cannot do it alone. I call for help from my parents. Dad and mom help get it out of her. I grab the medallion on my sister’s neck and throw it on the table. I know for sure that there is a lot of black magic in it, and I have to get it out of there. Although, again, I know that I can’t do it alone. Nevertheless, having spread out my fingers, I hold my palms above the medallion and begin to strain my fingers. I felt what a huge stress I feel. Very hard. And then suddenly my right hand does not withstand the strain, and all five of my phalanges come off the wrist. I grab my right hand with my left hand and scream in pain ...",
	1945359259::CN::IGUI_Dream49 = "作为掌握魔法的家族成员, 我们和亲戚们 <LINE> 住在一栋古老的两层木屋.  <LINE> 突然有个可疑微笑的男孩拿着糖果出现,  <LINE> 像变魔术般把糖果变成饼干.  <LINE> 亲戚们跑去拿饼干, 我也拿了包去房间.  <LINE> 亲戚们吃下后 <LINE> 开始瞳孔发白、皮肤变绿、口吐白沫.  <LINE> 我立即施法治愈.  <LINE> 这很困难, 因为黑魔法很强.  <LINE> 我帮姐姐时发现力不从心, 叫来父母协助.  <LINE> 最后发现项链吊坠里也有黑魔法.  <LINE> 我全力施法时右手五指突然从手腕断裂...",
	1945359259::EN::IGUI_Dream5 = "I walk along a deserted and unfamiliar street, a completely deserted street. No, no people, no cars, no cats, no dogs, from the surrounding sounds only the shuffling sound of my boots. Behind someone called me by name. I turn around - there is my classmate and reaches out to say hello. I shake his hand. His hand is some kind of very hard and rough. I look up at him. Instead of eyes, he has black and empty eye sockets, and his mouth is full of sharp and shiny metal teeth ...",
	1945359259::CN::IGUI_Dream5 = "我走在一条荒凉陌生的街道上, 完全空无一 <LINE> 人.  <LINE> 没有人, 没有车, 没有猫狗, 唯一的声音 <LINE> 只有我的靴子摩擦地面的声响.  <LINE> 突然有人叫我的名字.  <LINE> 我转身——是我的同学, 他伸手要和我握手.  <LINE> 我握住他的手.  <LINE> 他的手异常坚硬粗糙.  <LINE> 我抬头看他的脸——本该是眼睛的位置只有 <LINE> 两个黑洞洞的眼窝, 而嘴里长满了闪亮的金 <LINE> 属尖牙...",
	1945359259::EN::IGUI_Dream50 = "I am in a forest at a fork in the road. One of the roads is bad, cracked asphalt in the mud. The other road looks better. The asphalt laying machine brought me here. I see two more people, they are further down the road and go into the forest. I decide to go along the road which is worse. I know that the road leads to a small village. I find myself on the outskirts of the village, it’s lower on the slope ... I’m starting to slide down this slope. I almost knock down the girls going to meet me. I roll out to the Fossoil gas station. It's strange at home and the street is completely others. A couple of houses are not completed forests. I decide to climb into the unfinished house on the fire escape outside. An unknown man joined me. The staircase is cold to the touch. Finally we climbed into the apartment. We find a secret room with a strange wall. The wall is in the middle of the room. Something hangs on it The man binds himself to them, and a syringe is pulled out of the wall and lets some solution into the back of the man’s neck, after which the man is released from the ropes and leaves another room. The party has already begun in the apartment. Some tipsy guy comes into that room with a country wall. But death awaits him there. Death in a dark robe, but without a braid. She walks around the wall, and looks at the guy tied to her. The guy is already dead, tangled in a web. Death stands nearby. She turns out to be a girl in a death suit. He asks me - Am I afraid of her. I answer no.",
	1945359259::CN::IGUI_Dream50 = "我在森林岔路口.  <LINE> 一条路是泥泞的龟裂沥青, 另一条较好.  <LINE> 铺路机带我来到这里.  <LINE> 看到两个人走进森林, 我选了较差的路.  <LINE> 来到村庄外围开始滑下山坡, 差点 <LINE> 撞到上山的女孩.  <LINE> 滑到Fossoil加油站 <LINE> 发现房屋街道全变了样.  <LINE> 通过外墙消防梯爬进未完工的屋子.  <LINE> 有个男人加入我.  <LINE> 楼梯摸起来很冷.  <LINE> 在公寓里发现带墙的秘密房间.  <LINE> 墙中伸出绳索绑住男人, 注射某种溶液后 <LINE> 释放他.  <LINE> 派对开始了.  <LINE> 醉汉进入那个房间被墙上的死亡缠住.  <LINE> 死亡是穿黑袍无镰刀的少女.  <LINE> 她问我怕不怕她, 我说不怕.",
	1945359259::EN::IGUI_Dream51 = "I see my grandmother, she leads me through the woods. We leave a huge amount of a wide variety of flowers on a clearing where straight and wide stripes grow. While my grandmother guided me, I came across transverse asphalt paths. All this of course is very beautiful, but somehow vaguely reminiscent of a flowering cemetery without people. I notice that the asphalt has ended and instead of it went a solid white marble wall on which a great many names of people were carved. Grandma says that in the middle of this list there are also our names. Ms Surname great-grandmother, her daughter, for which I am going and your first and last name only thing that is strange surname grandparents like me And then my grandmother is with great regret and horror, says to me -.. Anyway, soon to die.",
	1945359259::CN::IGUI_Dream51 = "我看到祖母带我穿过森林.  <LINE> 在开阔地留下大量鲜花.  <LINE> 祖母引导我时, 我遇到横向的沥青小路.  <LINE> 这一切美得模糊, 像无人扫墓的开花墓地.  <LINE> 注意到沥青路尽头变成刻满名字的白大理石墙.  <LINE> 祖母说名单中间也有我们的名字.  <LINE> 然后她遗憾而恐惧地说:  <LINE> 反正你快死了.",
	1945359259::EN::IGUI_Dream52 = "Several people, mostly women in the apartment, need help. Their relatives were missing or were killed. These people want to know the truth about their relatives and friends. I go into the room and, in turn, give each person a special amulet made of bone in the shape of a rhombus. When a woman took this amulet in her hands, then she and I begin to see visions. I see a young man shot his head in another apartment in the kitchen aisle. It became scary and very sad, what I saw was seen and this woman and this is terrible.I take a bone amulet and pass it on to the trail to a woman and we again have visions, we see a man looping himself in the middle of the room and hang himself. I started to shake from what I saw. I tell this woman. Excuse me, and pass the amulet into the hands of a third woman. We again plunged into it turned out that her husband was found, he is in the clinic, but he has amnesia, he doesn’t even remember his name. Three more women remain in the room, I’m impressed by what he saw ...",
	1945359259::CN::IGUI_Dream52 = "公寓里主要是需要帮助的女性.  <LINE> 她们的亲人失踪或被杀害.  <LINE> 我给每人骨制菱形护身符.  <LINE> 当她们握住护身符, 我们就看到幻象:  <LINE> 一个年轻人在厨房开枪爆头;  <LINE> 另一个男人在房间上吊... <LINE> 我颤抖着传递护身符.  <LINE> 第三个女人的丈夫失忆住院.  <LINE> 还有三个女人在房间里, 我深受震撼...",
	1945359259::EN::IGUI_Dream53 = "I look out the window and see a small white car. He drives around the house, but despite the fact that there is only one window in the apartment, I see him all the time. Then he stops from the side of the window and starts spinning around his I think it’s impossible to do this at such a speed, and the driver is drunk. For a second I get distracted, I return to the window, but there’s no car anywhere. But there is a huge truck in the middle of which something is burning. A lot of smoke. Apparently, white the car crashed into a truck, and some people rushed in, looking for a fire extinguisher They’re trying to save the driver. I’m trying to figure out whether I should run, because if this all explodes, the distance to my window is too dangerous. I look down, as if from the height of the 3rd or 4th floor, and I don’t see anyone at all and nothing. I hang out - I find. There is no equipment anymore. Fabric is laid on the asphalt - 5 people are lying on it. Blood, severed arms and legs. One obviously is already getting acquainted with God. The two have torn off the lower parts of the body, one also has a hand. But they are alive and surprisingly active. There is still a girl in a swimsuit and blood. It seems to be alive ...",
	1945359259::CN::IGUI_Dream53 = "我望向窗外看到白色小车绕屋行驶.  <LINE> 尽管公寓只有一扇窗, 我却总能看见它.  <LINE> 它停在窗边开始高速自转.  <LINE> 这种速度不可能实现, 司机肯定醉了.  <LINE> 眨眼间白车消失, 取而代之的是燃烧的卡车.  <LINE> 人们找灭火器救司机.  <LINE> 考虑是否逃跑 <LINE> 如果爆炸, 与窗户的距离太危险.  <LINE> 从三四楼高度往下看, 却空无一人.  <LINE>  fabric上躺着五个人.  <LINE> 断肢残躯,  <LINE> 一个已死, 两个下半身没了但还活着,  <LINE> 还有个穿泳衣满身血的女孩似乎也活着...",
		1945359259::EN::IGUI_Dream54 = " <RGB: 0,0.5,1> Helicopter <LINE> <RGB: 1,1,1> I was caught by some invisible powerful creatures to play my game. We were caught and put into different spaces .. A swim on a barge, at which a concert is held for the deceased this year. I need to conduct it with some girl, like an entertainer. The girl handed out plasticine robots to all the spectators and they started to chew them, but it turned out that the concert was just a cover, and that all these people were gathered here so that there was an opportunity to climb around their houses, where the funeral is going on. di is everywhere in the house, all sad, in black, the coffin is standing in. I find a ring in a designated place and climb into a garbage bag, everyone behind me, of course, shouting “How did you get here!?!?, and I'm already on the other end In the end, I collect everything and return the same way to the barge, the girl leading, suddenly rushes to the wall and destroys everything, I find myself on the shore, along with a huge white elk in a white T-shirt with yellow stripes on the sleeves. The moose is molded of plastic or something similar, and a small toy boat was lying on the back. I walk along the shore, I think where should I go next - this moose is clearly not an adviser. I return to the boat, pick it up, and it turned out to be an exact small copy of that barge. On the wall where the girl jumped was a small silhouette carved on a tree. She is full-length and points a finger somewhere. I look where she points a finger. It turned out that in that direction is a residential area and smoke rises from some building. I go to the houses, the moose with me. I go to a four-story building with smoke, I understand that this is a school, it is locked and there is panic. We climb up with the elk along the fire escape to the very top. The roof is on. In the windows I see that the guys at school have a uniform - white tracksuits with yellow stripes. I say moose -Your way out, man, task for you! And he is standing, looking at me. Fashioned from something, even fingerprints remained on it. I think - Fool. I take off his shirt and put it on the window. The moose remained on the street. I go into the room, like a circus arena, round. There is a meeting. Everyone is intimidated, everyone knows something. I jump onto the stage, grab the microphone and start talking. I am entertaining a little, relaxing the audience, I feel this excitement and at the same time I am watching all the spectators, they are in my palm. One strange mikimaus alerted me and a man who looks at me in horror and whispers something. I take him to the stage, give the microphone and make everyone say that he knows. Comforting him. - All of their own and everyone wants to know ... He tells me. - You are the one! Who, I say, is the same ?? Well, the one about which they warned! It turns out that some woman who set fire to the roof so that everyone would get scared and run away scared me all around. Everyone was waiting for me. I recall that even before the concert for the dead they explained to me that there is some kind of woman who can destroy everyone if the doors are closed. I need to neutralize it and prevent everything. What does it mean: if the doors are closed, they did not explain to me. I try to calm people and gently grab mycimaus. I rip off a plush costume from him, there was another mycimaus - as if alive, moves, looks at me, rips off this costume from him. There is mycimaus there again, only of smaller stature. A couple more times, and I get to the little battery-powered electric bug. Meanwhile, everything began to crumble. I disassemble the beetle for spare parts and lose a lot of time. I start to bring out the frightened people, and I see how in the distance, between the schoolchildren in white suits, the very girl flashed who closes the doors. She crawled behind me in a trash bag in one of the houses ... I followed her. ... ... From the found tools, a device was assembled with which you can jump into some kind of kindergarten in which I am a child, and she is a teacher. She knew that I was in one of the children, but did not know which one. Everything is precisely designed to press it against a wall in a room filled with children's picture books. It turned out as a result of the conversation that she was told that I was an enemy, that everyone next to me was dying when I open the doors, and that she needed to save people from me .. They gathered all the people, put them in the elevator and drove down to where safely. As soon as everyone got out of the bodice and the doors began to close, an old man flew in by helicopter and said that we were great, did the job. I understand that the elevator doors opened with me, and now they will close with her, with the girl, and everything will explode. I hold the elevator doors, and the old man in a helicopter laughs. The girl is crying, everyone is running in different directions ... ",
		1945359259::CN::IGUI_Dream54 = " <RGB: 0,0.5,1> 直升机 <LINE> <RGB: 1,1,1> <LINE> 我被无形生物抓来玩游戏.  <LINE> 我们被放入不同空间.. <LINE> 我在驳船上主持逝者音乐会.  <LINE> 和女孩分发塑料机器人给观众咀嚼,  <LINE> 但这只是掩护真正的目的是趁葬礼潜入民宅.  <LINE> 我找到戒指躲进垃圾袋潜入, 收集完东西 <LINE> 原路返回时女孩撞墙破坏一切.  <LINE> 我来到岸边, 和穿白条纹T恤的 <LINE> 巨大塑料麋鹿在一起.  <LINE> 拿起玩具船发现是驳船的微缩版.  <LINE> 墙上的树雕是全尺寸女孩, 她指向居民区冒烟的四层建筑.  <LINE> 我和麋鹿通过消防梯上楼, 看到 <LINE> 穿白运动服的学生.  <LINE> 圆形马戏场里的人们惊恐万分.  <LINE> 我跳上舞台拿麦克风活跃气氛,  <LINE> 注意到恐惧的米老鼠和人.  <LINE> 把他带上台用麦克风让他说出警告:  <LINE> 有个女人会关门毁灭所有人.  <LINE> 我撕掉他的玩偶服, 里面是活的小号米老鼠.  <LINE> 重复几次后只剩电子甲虫.  <LINE> 拆解时一切开始崩塌.  <LINE> 带人们撤离时 <LINE> 看到白衣学生间闪过那个女孩 <LINE> 她曾躲在垃圾袋里跟踪我... <LINE> 用找到的工具组装设备跳进幼儿园,  <LINE> 我变成小孩, 她是老师.  <LINE> 她知道我在某个孩子体内.  <LINE> 最终在图书室用对话化解误会 <LINE> 她被灌输我是会开门杀人的敌人.  <LINE> 人们乘电梯撤离时,  <LINE> 直升机上的老人说任务完成.  <LINE> 电梯门即将关闭困住女孩引爆, 我撑住门.  <LINE> 老人大笑, 女孩哭泣, 人们四散奔逃...",
